catalog_no,title,author_name,published_year,pages,language,status,Source,category1,category2
RE0031,සෙනෙහ ශතකය හෙවත් බෙහෙත් තෙල් පොත,,1901-01-01,88,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,වෛද්‍ය ග්‍රන්ථ හා නිඝණ්ඩු
RD0048,Prakrutha Prakasha,,,,Sinhala,Full,National Library,ඉපැරණි ග්‍රන්ථ,සංස්කෘත භාෂාව හා සාහිත්‍ය
RD0049,Prakrutha Prakasha - sinhala,,,,Sinhala,Full,National Library,ඉපැරණි ග්‍රන්ථ,සංස්කෘත භාෂාව හා සාහිත්‍ය
RD0050,නාමලිඟානුශාසනය (අමරකෝෂය - අමරසිංහය),,,,Sanskrit,Full,Archive.org,ඉපැරණි ග්‍රන්ථ,සංස්කෘත භාෂාව හා සාහිත්‍ය
RK0005,ජිනවචන කෝෂය,මාවිත්තර රේවත හිමි,1956-01-01,,Sinhala,Full,Path Nirwana,ඉපැරණි ග්‍රන්ථ,සුචි; ශබ්ධකෝෂ;
RK0006,ඉංග්‍රීසි සිංහල -දෙමළ ශබ්දකෝෂය,,,,Sinhala,Full,Path Nirwana,ඉපැරණි ග්‍රන්ථ,සුචි; ශබ්ධකෝෂ;
RK0007,ශ්රී සුමංගල සිංහල ශබ්දකෝෂය 1 අ-න,වැලිවිටියේ සෝරත හිමි,1952-01-01,,Sinhala,Full,Path Nirwana,ඉපැරණි ග්‍රන්ථ,සුචි; ශබ්ධකෝෂ;
RK0008,SINHALA SAHITYA VISHVA KOSHAYA,,,,Sinhala,Full,Path Nirwana,ඉපැරණි ග්‍රන්ථ,සුචි; ශබ්ධකෝෂ;
RK0009,RUWANMAL NIGHANTUWA OR NAMARATNA MALAWA,,,,Sinhala,Full,Path Nirwana,ඉපැරණි ග්‍රන්ථ,සුචි; ශබ්ධකෝෂ;
RK0010,සිංහල අක්ෂර වින්‍යාස අකාරාදිය,සඳගෝමි කෝපරහේවා,2003-01-01,143,Sinhala,Full,Path Nirwana,ඉපැරණි ග්‍රන්ථ,සුචි; ශබ්ධකෝෂ;
RK0011,GUNASENA SINGHALA MAHA AKARADHIYA PRATHAMA BHAGAYA,,,,Sinhala,Full,Path Nirwana,ඉපැරණි ග්‍රන්ථ,සුචි; ශබ්ධකෝෂ;
RK0012,ශ්රී සද්ධර්ම කෝෂය,,,,Sinhala,Full,Path Nirwana,ඉපැරණි ග්‍රන්ථ,සුචි; ශබ්ධකෝෂ;
RG0051,බුද්ධ ගද්‍යය,,,,Sinhala,Full,National Library,ඉපැරණි ග්‍රන්ථ,සිංහල සාහිත්‍ය
RG0052,භක්ති ශතකය හෙවත් බෞද්ධ ශතකය,,,,Sinhala,Full,National Library,ඉපැරණි ග්‍රන්ථ,සිංහල සාහිත්‍ය
RG0053,Sanda Kinduru da kawa,,,,Sinhala,Full,National Library,ඉපැරණි ග්‍රන්ථ,සිංහල සාහිත්‍ය
RG0054,Sinhala sahithya wanshaya,,,,Sinhala,Full,National Library,ඉපැරණි ග්‍රන්ථ,සිංහල සාහිත්‍ය
RG0055,Siya bas maldama,,,,Sinhala,Full,National Library,ඉපැරණි ග්‍රන්ථ,සිංහල සාහිත්‍ය
RG0056,අන්ධභූත ජාතකය කාව්‍ය,,,,Sinhala,Full,National Library,ඉපැරණි ග්‍රන්ථ,සිංහල සාහිත්‍ය
RG0057,අමාවතුර Udrutha,,,,Sinhala,Full,National Library,ඉපැරණි ග්‍රන්ථ,සිංහල සාහිත්‍ය
RG0058,උපදෙශ ශතකය,,,,Sinhala,Full,National Library,ඉපැරණි ග්‍රන්ථ,සිංහල සාහිත්‍ය
RG0059,බුදුගුණ අලංකාර ප්‍රදීපය,,,,Sinhala,Full,National Library,ඉපැරණි ග්‍රන්ථ,සිංහල සාහිත්‍ය
RG0060,බුදුගුණ අලංකාරය,,,,Sinhala,Full,National Library,ඉපැරණි ග්‍රන්ථ,සිංහල සාහිත්‍ය
RG0061,බුදුගුණ අලංකාරය,,,,Sinhala,Full,National Library,ඉපැරණි ග්‍රන්ථ,සිංහල සාහිත්‍ය
RG0062,බුදුගුණ අලංකාරය,,,,Sinhala,Full,National Library,ඉපැරණි ග්‍රන්ථ,සිංහල සාහිත්‍ය
RG0063,මෙතේ බුදුගුණ අලංකාරය,,,,Sinhala,Full,National Library,ඉපැරණි ග්‍රන්ථ,සිංහල සාහිත්‍ය
RG0064,ප්‍රත්‍ය ශතකය,,,,Sinhala,Full,National Library,ඉපැරණි ග්‍රන්ථ,සිංහල සාහිත්‍ය
RG0065,පුරාණ නාමාවලිය,,,,Sinhala,Full,National Library,ඉපැරණි ග්‍රන්ථ,සිංහල සාහිත්‍ය
RG0066,දොරකඩ අස්න,,,,Sinhala,Full,National Library,ඉපැරණි ග්‍රන්ථ,සිංහල සාහිත්‍ය
RG0067,කුවේණි අස්න හා සිහබා අස්න,,,,Sinhala,Full,National Library,ඉපැරණි ග්‍රන්ථ,සිංහල සාහිත්‍ය
RG0068,කුස ජාතක කාව්‍ය විවරණය,,,,Sinhala,Full,National Library,ඉපැරණි ග්‍රන්ථ,සිංහල සාහිත්‍ය
RG0069,කුස ජාතක කාව්‍ය සංවර්ණනා 50 51 NA,,,,Sinhala,Full,National Library,ඉපැරණි ග්‍රන්ථ,සිංහල සාහිත්‍ය
RG0070,කුස ජාතක කාව්‍ය,,,,Sinhala,Full,National Library,ඉපැරණි ග්‍රන්ථ,සිංහල සාහිත්‍ය
RG0071,ගංගාරෝහණ වර්ණනාව හා සන්නය,,,,Sinhala,Full,National Library,ඉපැරණි ග්‍රන්ථ,සිංහල සාහිත්‍ය
RG0072,දඹදෙණි අස්න,,,,Sinhala,Full,National Library,ඉපැරණි ග්‍රන්ථ,සිංහල සාහිත්‍ය
RG0073,Parakumba siritha,,,,Sinhala,Full,National Library,ඉපැරණි ග්‍රන්ථ,සිංහල සාහිත්‍ය
RG0074,Parakumba siritha,,,,Sinhala,Full,National Library,ඉපැරණි ග්‍රන්ථ,සිංහල සාහිත්‍ය
RG0075,Parakumba siritha,,,,Sinhala,Full,National Library,ඉපැරණි ග්‍රන්ථ,සිංහල සාහිත්‍ය
RG0076,Parakumba siritha,,,,Sinhala,Full,National Library,ඉපැරණි ග්‍රන්ථ,සිංහල සාහිත්‍ය
RG0077,Daham Sonda Kawa,,,,Sinhala,Full,National Library,ඉපැරණි ග්‍රන්ථ,සිංහල සාහිත්‍ය
RG0078,Ganga Rohana Vivaranaya,,,,Sinhala,Full,National Library,ඉපැරණි ග්‍රන්ථ,සිංහල සාහිත්‍ය
RG0079,Ganga Rohana warnanawa,,,,Sinhala,Full,National Library,ඉපැරණි ග්‍රන්ථ,සිංහල සාහිත්‍ය
RG0080,පදාර්ථව්‍යාඛ්‍යන සහිත කව්සිළුමිණ PA 14 15 NA,,,,Sinhala,Full,National Library,ඉපැරණි ග්‍රන්ථ,සිංහල සාහිත්‍ය
RG0081,ගුත්තිල කාව්‍යය,,,,Sinhala,Full,National Library,ඉපැරණි ග්‍රන්ථ,සිංහල සාහිත්‍ය
RG0082,ගුත්තිල කාව්‍ය දිපනිය PA 86 87 120 121 124 125,,,,Sinhala,Full,National Library,ඉපැරණි ග්‍රන්ථ,සිංහල සාහිත්‍ය
RG0083,ගුත්තිල කාව්‍යය,,,,Sinhala,Full,National Library,ඉපැරණි ග්‍රන්ථ,සිංහල සාහිත්‍ය
RG0084,ගුත්තිල කාව්‍යය,,,,Sinhala,Full,National Library,ඉපැරණි ග්‍රන්ථ,සිංහල සාහිත්‍ය
RG0085,ධර්මප්‍රදීපිකාව මහාබෝධිවංශපරිකථා 1 Edition,,,,Sinhala,Full,National Library,ඉපැරණි ග්‍රන්ථ,සිංහල සාහිත්‍ය
RG0086,ධර්මප්‍රදීපිකාව මහාබෝධිවංශපරිකථා 2 Edition,,,,Sinhala,Full,National Library,ඉපැරණි ග්‍රන්ථ,සිංහල සාහිත්‍ය
RG0087,ධර්මප්‍රදීපිකාව මහාබෝධිවංශපරිකථා 4 Edition,,,,Sinhala,Full,National Library,ඉපැරණි ග්‍රන්ථ,සිංහල සාහිත්‍ය
RG0088,ධර්මප්‍රදීපිකා ග්‍රන්ථිපද විවරණය අවසාන භාගය,,,,Sinhala,Full,National Library,ඉපැරණි ග්‍රන්ථ,සිංහල සාහිත්‍ය
RG0089,ධර්මප්‍රදීපිකා ග්‍රන්ථිපද විවරණය පළමු භාගය,,,,Sinhala,Full,National Library,ඉපැරණි ග්‍රන්ථ,සිංහල සාහිත්‍ය
RA0039,සන්න සහිත දහම් ගැට මාලාව,,,24,Sinhala,Full,Na Uyana,ඉපැරණි ග්‍රන්ථ,පැරණි ධර්ම ග්‍රන්ථ
RA0040,සන්න සහිත දහම් ගැටේ,,1887-01-01,20,Sinhala,Full,Na Uyana,ඉපැරණි ග්‍රන්ථ,පැරණි ධර්ම ග්‍රන්ථ
RA0041,කර්ම විපාක,රිදියගම සුධම්මවාස හිමි,,108,Sinhala,Full,Na Uyana,ඉපැරණි ග්‍රන්ථ,පැරණි ධර්ම ග්‍රන්ථ
RA0042,සුගතෝවාද සංග්‍රහව,,1900-01-01,14,Sinhala,Full,Na Uyana,ඉපැරණි ග්‍රන්ථ,පැරණි ධර්ම ග්‍රන්ථ
RA0043,පද්‍යමධුව,හෙය්යන්තුදුවේ දේවමිත්ත හිමි,1887-01-01,58,Sinhala,Full,Na Uyana,ඉපැරණි ග්‍රන්ථ,පැරණි ධර්ම ග්‍රන්ථ
RA0044,පාවචන න්‍යාය,මඩබාවිට ඤානාවාස හිමි,,102,Sinhala,Full,Na Uyana,ඉපැරණි ග්‍රන්ථ,පැරණි ධර්ම ග්‍රන්ථ
RA0045,බුදුගුණ සන්නය,වැලිවිටියේ ධම්මරතන හිමි,1889-01-01,62,Sinhala,Full,Na Uyana,ඉපැරණි ග්‍රන්ථ,පැරණි ධර්ම ග්‍රන්ථ
RA0046,රතනතත්යාලංකාරො,ඩී එම් සිල්වා,1901-01-01,15,Sinhala,Full,Na Uyana,ඉපැරණි ග්‍රන්ථ,පැරණි ධර්ම ග්‍රන්ථ
RA0047,මාසඍතු ලක්ෂණය,හික්කඩුවේ ශ්‍රී සුමංගල හිමි,1874-01-01,50,Sinhala,Full,Na Uyana,ඉපැරණි ග්‍රන්ථ,පැරණි ධර්ම ග්‍රන්ථ
RA0048,පරිත්රාණ ප්රශ්නය,බැලගම සුබෝදානන්ද හිමි,1910-01-01,63,Sinhala,Full,Na Uyana,ඉපැරණි ග්‍රන්ථ,පැරණි ධර්ම ග්‍රන්ථ
RA0049,සාරාර්ථ සංග්රහව,වැලිවිට සරණංකර කේ. සුගුණසාර සහ ඒ. සෝමානන්ද,1913-01-01,511,Sinhala,Full,Na Uyana,ඉපැරණි ග්‍රන්ථ,පැරණි ධර්ම ග්‍රන්ථ
RA0050,සංසාරය හා නිර්වාණය,පැලෑණේ වජිරඥාන හිමි,1940-01-01,14,Sinhala,Full,Path Nirwana,ඉපැරණි ග්‍රන්ථ,පැරණි ධර්ම ග්‍රන්ථ
RA0051,පුරාණ හිමගත වර්ණනාව හෙවත් ශ්රී පාද වන්දනා ගමන,,,20,Sinhala,Full,Path Nirwana,ඉපැරණි ග්‍රන්ථ,පැරණි ධර්ම ග්‍රන්ථ
RA0052,ශ්‍රී සද්ධර්ම ප්‍රදීප,එම් ඒ අමරසිංහ හිමි,1956-01-01,490,Sinhala,Full,National Library,ඉපැරණි ග්‍රන්ථ,පැරණි ධර්ම ග්‍රන්ථ
RA0053,නව අරහාදී බුදු ගුණ විභාගය,හෝමාගම සීලරතන හිමි/ ස්කන්ධවිභාගයේ කොටසකි,,50,Sinhala,Full,Na Uyana,ඉපැරණි ග්‍රන්ථ,පැරණි ධර්ම ග්‍රන්ථ
RA0054,සංඛ්‍යා ධර්ම,වලතර සෝභිත හිමි,2009-01-01,142,Sinhala,Full,Path Nirwana,ඉපැරණි ග්‍රන්ථ,පැරණි ධර්ම ග්‍රන්ථ
B0026,විශුද්ධිමග්ග 01,ධම්මවිචය ග්‍රන්ථ,,324,Pali,Full,Na Uyana,ධර්ම සංග්‍රහ ග්‍රන්ථ,ධම්මවිචය ඡට්ට සංගායනා ග්‍රන්ථ
RA0055,සංඛ්‍යා ධර්ම දීපිකා,බලපිටියේ විශුද්ධාලෝක හිමි,1951-01-01,289,Sinhala,Full,Path Nirwana,ඉපැරණි ග්‍රන්ථ,පැරණි ධර්ම ග්‍රන්ථ
RA0056,සද්ධර්ම සාරාර්ථ සංග්‍රහය,,,,Sinhala,Full,Path Nirwana,ඉපැරණි ග්‍රන්ථ,පැරණි ධර්ම ග්‍රන්ථ
RA0057,සද්ධර්ම සාරාර්ථ සංග්‍රහය,වැලිවිට සරණංකර හිමි,1957-01-01,570,Sinhala,Full,Path Nirwana,ඉපැරණි ග්‍රන්ථ,පැරණි ධර්ම ග්‍රන්ථ
RA0058,සද්ධර්මරත්නාකරය,,,,Sinhala,Full,Path Nirwana,ඉපැරණි ග්‍රන්ථ,පැරණි ධර්ම ග්‍රන්ථ
RA0059,සදහම් මග,,,,Sinhala,Full,Path Nirwana,ඉපැරණි ග්‍රන්ථ,පැරණි ධර්ම ග්‍රන්ථ
RA0060,උපාසක ජිනාලන්කාරය,,,,Sinhala,Full,Path Nirwana,ඉපැරණි ග්‍රන්ථ,පැරණි ධර්ම ග්‍රන්ථ
RA0061,මිලින්ද ප්‍රශ්නය,,,,Sinhala,Full,Path Nirwana,ඉපැරණි ග්‍රන්ථ,පැරණි ධර්ම ග්‍රන්ථ
